Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_637000417_NC_007481,2868,VIRSorter_637000417_NC_007481-gene_1433-gene_1478,46,2,1,,,gene_1433-gene_1478:23.74226249313480,gene_1433-gene_1472:5.12006523758903,,
VIRSorter_637000441_NC_007516,2824,VIRSorter_637000441_NC_007516-gene_1761-gene_1859,99,2,2,,,gene_1761-gene_1859:40.21207618438470,gene_1761-gene_1851:33.85008216885178,,
VIRSorter_637000441_NC_007516,2824,VIRSorter_637000441_NC_007516-gene_532-gene_587,56,2,1,,,gene_532-gene_587:12.95143796388932,gene_539-gene_587:9.02393639902305,,gene_543-gene_569:8.95407805274870
VIRSorter_637000467_NC_007645,6442,VIRSorter_637000467_NC_007645-gene_2579-gene_2678,100,2,2,,,gene_2579-gene_2678:27.80098619416833,gene_2579-gene_2678:11.78207390120422,,
VIRSorter_637000467_NC_007645,6442,VIRSorter_637000467_NC_007645-gene_329-gene_378,50,2,4,,,gene_329-gene_378:9.21396350161411,,,
VIRSorter_637000467_NC_007645,6442,VIRSorter_637000467_NC_007645-gene_4105-gene_4142,38,2,3,,,gene_4105-gene_4142:10.22184706726617,,,
VIRSorter_637000467_NC_007645,6442,VIRSorter_637000467_NC_007645-gene_5070-gene_5165,96,2,2,gene_5108-gene_5130:2.52833958887894,,gene_5070-gene_5165:26.62430437723585,gene_5070-gene_5165:2.23286371056171,,
VIRSorter_637000467_NC_007645,6442,VIRSorter_637000467_NC_007645-gene_6132-gene_6174,43,2,4,,,gene_6132-gene_6174:11.98510152943286,,,
VIRSorter_637000580_NC_008228,4367,VIRSorter_637000580_NC_008228-gene_681-gene_746,66,2,4,,,gene_681-gene_746:14.12912395456162,,,
VIRSorter_637000611_NC_008322,4119,VIRSorter_637000611_NC_008322-gene_717-gene_769,53,2,4,,,gene_717-gene_769:12.17012698715475,,,
VIRSorter_637000619_NC_008347,3162,VIRSorter_637000619_NC_008347-gene_924-gene_981,58,2,2,,,gene_924-gene_981:2.57502961308549,,,
VIRSorter_637000620_NC_008358,3523,VIRSorter_637000620_NC_008358-gene_2448-gene_2531,84,2,1,,,gene_2448-gene_2531:6.25604523963323,,,
VIRSorter_639633066_NC_008571,3376,VIRSorter_639633066_NC_008571-gene_2228-gene_2314,87,2,1,,,gene_2234-gene_2314:37.79715868548014,gene_2228-gene_2312:6.71138946997795,gene_2253-gene_2310:3.40510026900163,gene_2234-gene_2310:3.77887996090092
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_1321-gene_1419,99,2,8,gene_1321-gene_1413:3.57230882101545,,gene_1324-gene_1419:30.34684550453285,,,
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_1735-gene_1805,71,2,2,,,gene_1735-gene_1805:4.68955043636153,,,
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_2092-gene_2188,97,2,4,,,gene_2092-gene_2188:23.07586121180755,,,
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_2687-gene_2786,100,2,3,,,gene_2687-gene_2786:23.70221367338702,,,
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_2858-gene_2957,100,2,8,,,gene_2858-gene_2957:32.72774269480687,,,
VIRSorter_639633068_NC_008576,3948,VIRSorter_639633068_NC_008576-gene_2965-gene_3064,100,2,4,,,gene_2965-gene_3064:26.90214935529300,,,
VIRSorter_639633107_NC_008750,4157,VIRSorter_639633107_NC_008750-gene_2480-gene_2560,81,2,4,gene_2482-gene_2560:6.46959476323676,,gene_2480-gene_2560:39.39117402171210,,,
VIRSorter_639633107_NC_008750,4157,VIRSorter_639633107_NC_008750-gene_2904-gene_2975,72,2,4,,,gene_2904-gene_2975:12.47501917583491,,,
VIRSorter_640069332_NC_009052,4492,VIRSorter_640069332_NC_009052-gene_1283-gene_1342,60,2,4,,,gene_1283-gene_1342:13.93242536456240,,,gene_1303-gene_1316:4.51882587369738
VIRSorter_640069332_NC_009052,4492,VIRSorter_640069332_NC_009052-gene_2223-gene_2256,34,2,1,,gene_2241-gene_2255:3.52627596848048,gene_2223-gene_2256:5.65530100852116,,,
VIRSorter_640069332_NC_009052,4492,VIRSorter_640069332_NC_009052-gene_3681-gene_3735,55,2,3,,,gene_3681-gene_3735:19.54014324197732,,,
VIRSorter_640753033_NC_009665,4461,VIRSorter_640753033_NC_009665-gene_2114-gene_2167,54,2,4,,,gene_2114-gene_2167:11.61480204005916,,,
VIRSorter_640753033_NC_009665,4461,VIRSorter_640753033_NC_009665-gene_734-gene_792,59,2,3,,,gene_734-gene_792:16.79833925870420,,,
VIRSorter_640753071_NC_009783,3387,VIRSorter_640753071_NC_009783-gene_1736-gene_1834,99,2,7,gene_1785-gene_1812:2.72506224866066,,gene_1736-gene_1834:21.20771826022460,,,
VIRSorter_640753071_NC_009783,3387,VIRSorter_640753071_NC_009783-gene_2102-gene_2117,16,2,,,gene_2103-gene_2117:18.41553138222990,gene_2102-gene_2115:4.07382016091763,,,
VIRSorter_641228507_NC_009997,4587,VIRSorter_641228507_NC_009997-gene_2143-gene_2194,52,2,4,,,gene_2143-gene_2194:10.47740356966649,,,
VIRSorter_641228507_NC_009997,4587,VIRSorter_641228507_NC_009997-gene_2263-gene_2355,93,2,,,gene_2329-gene_2347:3.06501997643989,gene_2263-gene_2355:11.76083752191920,,,
VIRSorter_641228507_NC_009997,4587,VIRSorter_641228507_NC_009997-gene_2938-gene_2986,49,2,9,gene_2938-gene_2966:10.67662317102690,,gene_2938-gene_2986:17.17957021525460,,,
VIRSorter_641228507_NC_009997,4587,VIRSorter_641228507_NC_009997-gene_771-gene_828,58,2,3,,,gene_771-gene_828:20.02027170108743,,,
VIRSorter_641522617_NC_010334,4381,VIRSorter_641522617_NC_010334-gene_1313-gene_1365,53,2,4,gene_1338-gene_1361:2.24104725906898,,gene_1313-gene_1365:16.96070509435703,,,
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_1816-gene_1896,81,2,4,gene_1828-gene_1896:3.91889098580674,,gene_1816-gene_1893:32.70710558217476,,gene_1825-gene_1886:4.00109926976328,gene_1816-gene_1895:4.75788338561852
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_2172-gene_2223,52,2,4,gene_2178-gene_2223:3.78242926455878,,gene_2172-gene_2223:22.22773795738499,,,
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_23-gene_41,19,2,2,gene_31-gene_40:2.04616655548049,,gene_23-gene_41:5.60506698858118,,,
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_2305-gene_2329,25,2,2,,,gene_2305-gene_2329:6.44555195054420,gene_2305-gene_2328:2.22948361908723,,
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_2627-gene_2721,95,2,4,gene_2639-gene_2721:9.29648810912451,,gene_2627-gene_2721:33.55905553044958,,gene_2634-gene_2718:7.52467598798873,gene_2628-gene_2718:3.85230973388710
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_2639-gene_2758,120,2,4,gene_2639-gene_2721:7.77157268284906,,gene_2639-gene_2721:31.52600055012935,gene_2667-gene_2758:2.12725864846920,,
VIRSorter_641522729_NC_010674,3507,VIRSorter_641522729_NC_010674-gene_866-gene_913,48,2,5,gene_888-gene_906:6.88138379192641,,gene_866-gene_913:23.04512632393013,,,
VIRSorter_642555204_NC_011026,2707,VIRSorter_642555204_NC_011026-gene_256-gene_320,65,2,1,,,gene_256-gene_320:5.78445700127653,,,
VIRSorter_642555224_NC_011138,3936,VIRSorter_642555224_NC_011138-gene_754-gene_825,72,2,3,,,gene_754-gene_825:39.02184748303651,gene_763-gene_798:16.88280553313470,,gene_763-gene_797:22.76887261758065
VIRSorter_643348578_NC_011566,4565,VIRSorter_643348578_NC_011566-gene_2273-gene_2282,10,2,,,gene_2273-gene_2282:4.33061167052584,,,,
VIRSorter_643348595_NC_011663,4365,VIRSorter_643348595_NC_011663-gene_2587-gene_2664,78,2,4,gene_2587-gene_2657:4.76486836461646,,gene_2587-gene_2664:27.00944850879690,,,
VIRSorter_643348595_NC_011663,4365,VIRSorter_643348595_NC_011663-gene_757-gene_814,58,2,3,,,gene_757-gene_814:18.71318327975761,,,
VIRSorter_643348691_NC_011963,3075,VIRSorter_643348691_NC_011963-gene_1433-gene_1455,23,2,1,,,gene_1433-gene_1455:6.68311637773655,,,
VIRSorter_643348691_NC_011963,3075,VIRSorter_643348691_NC_011963-gene_2992-gene_3036,45,2,3,,,gene_2992-gene_3036:12.26606463219495,,,
VIRSorter_643348691_NC_011963,3075,VIRSorter_643348691_NC_011963-gene_323-gene_394,72,2,4,,,gene_323-gene_394:15.54441187826629,,,
VIRSorter_643692038_NC_012440-circular,1985,VIRSorter_643692038_NC_012440-circular-gene_1738-gene_1798,61,2,2,,,gene_1738-gene_1798:28.33953393487505,gene_1739-gene_1798:11.18984366829313,,
VIRSorter_643692052_NC_012490,6135,VIRSorter_643692052_NC_012490-gene_2276-gene_2334,59,2,3,gene_2278-gene_2320:2.77681512617158,,gene_2276-gene_2334:32.17320710031252,,,
VIRSorter_643692052_NC_012490,6135,VIRSorter_643692052_NC_012490-gene_2510-gene_2597,88,2,2,,,gene_2510-gene_2597:35.83787595307070,gene_2513-gene_2596:15.81767564944643,,gene_2514-gene_2539:5.14942156458038
VIRSorter_644736375_NC_012850,4601,VIRSorter_644736375_NC_012850-gene_824-gene_862,39,2,1,,,gene_824-gene_862:5.33772475922073,,,
VIRSorter_646311903_NC_013222,3087,VIRSorter_646311903_NC_013222-gene_2691-gene_2741,51,2,1,,,gene_2693-gene_2741:25.73007595961733,gene_2691-gene_2741:6.25691028166774,,
VIRSorter_646311943_NC_013440,7011,VIRSorter_646311943_NC_013440-gene_1014-gene_1111,98,2,1,,,gene_1019-gene_1103:18.25941917610297,gene_1014-gene_1111:7.21774998256750,,
VIRSorter_646311943_NC_013440,7011,VIRSorter_646311943_NC_013440-gene_584-gene_803,220,2,3,,,gene_590-gene_689:24.49390629147976;gene_704-gene_803:30.06670975397300,gene_675-gene_773:10.51454652878368;gene_584-gene_659:5.94726500233339,,
VIRSorter_646311943_NC_013440,7011,VIRSorter_646311943_NC_013440-gene_821-gene_850,30,2,3,,,gene_821-gene_850:6.59182469960969,,,
VIRSorter_646311952_NC_013456,2888,VIRSorter_646311952_NC_013456-gene_1807-gene_1820,14,2,,,gene_1808-gene_1819:13.15408609590149,gene_1807-gene_1820:2.40863453248620,,,
VIRSorter_646564576_NC_013960,3900,VIRSorter_646564576_NC_013960-gene_927-gene_1037,111,2,4,gene_943-gene_1037:2.11256615381818,,gene_927-gene_1025:30.92347051078637,,,gene_930-gene_1024:8.29999932644929
VIRSorter_646564595_NC_014010,2596,VIRSorter_646564595_NC_014010-gene_2295-gene_2321,27,2,3,,,gene_2295-gene_2321:5.22528691274315,,,
VIRSorter_646564595_NC_014010,2596,VIRSorter_646564595_NC_014010-gene_370-gene_413,44,2,4,,,gene_370-gene_413:15.71059849991195,,,
VIRSorter_646564597_NC_014012,4030,VIRSorter_646564597_NC_014012-gene_2011-gene_2037,27,2,1,,,gene_2011-gene_2037:9.15342319243628,gene_2011-gene_2037:3.87872090987084,,
VIRSorter_647010922_NZ_ACZV01000004-circular,1414,VIRSorter_647010922_NZ_ACZV01000004-circular-gene_818-gene_861,44,2,6,gene_822-gene_847:12.43150718953901,,gene_818-gene_861:19.06512804448219,,,
VIRSorter_647533454_NZ_DS989898,3564,VIRSorter_647533454_NZ_DS989898-gene_1834-gene_1924,91,2,2,,,gene_1834-gene_1916:17.46592445219100,gene_1834-gene_1924:4.61319884771974,,
VIRSorter_647533516_NZ_DS990556,2829,VIRSorter_647533516_NZ_DS990556-gene_1296-gene_1378,83,2,1,,,gene_1296-gene_1378:14.69537159678570,gene_1296-gene_1378:8.05436154946375,,
VIRSorter_647533516_NZ_DS990556,2829,VIRSorter_647533516_NZ_DS990556-gene_624-gene_664,41,2,1,,,gene_624-gene_664:7.68153998598241,,,
VIRSorter_647533596_NZ_DS995276,4051,VIRSorter_647533596_NZ_DS995276-gene_3292-gene_3380,89,2,1,,,gene_3292-gene_3380:3.17647898323802,,,
VIRSorter_647533810_NZ_DS999213,3659,VIRSorter_647533810_NZ_DS999213-gene_3456-gene_3479,24,2,2,,,gene_3456-gene_3479:4.49121766109864,,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_0-gene_50,50,2,4,,,gene_0-gene_50:22.46416942203592,gene_29-gene_50:4.44747872515330,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_1749-gene_1810,62,2,2,,,gene_1749-gene_1810:26.97043456788662,gene_1761-gene_1788:4.39680410527906,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_187-gene_234,48,2,2,gene_198-gene_234:8.13451622155673,,gene_187-gene_234:22.92274198985228,,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_1912-gene_1937,26,2,1,,,gene_1912-gene_1937:12.12667187663593,gene_1915-gene_1935:5.21745483063852,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_2641-gene_2698,58,2,1,,,gene_2641-gene_2698:7.01106618184133,,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_3956-gene_3984,29,2,4,,,gene_3956-gene_3984:10.39479411822662,,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_4032-gene_4081,50,2,4,,,gene_4032-gene_4081:19.26213035200043,,,
VIRSorter_647533937_NZ_DS999412-circular,4631,VIRSorter_647533937_NZ_DS999412-circular-gene_905-gene_972,68,2,3,,,gene_905-gene_972:24.85083612000505,gene_906-gene_946:3.61773786917821,,
VIRSorter_647535429_NZ_GG704599,2798,VIRSorter_647535429_NZ_GG704599-gene_2480-gene_2541,62,2,1,,,gene_2480-gene_2541:15.28341878160835,gene_2488-gene_2512:2.89453666072900,,
VIRSorter_649633102_NC_014831,2450,VIRSorter_649633102_NC_014831-gene_11-gene_67,57,2,5,,,gene_11-gene_67:21.05870003487137,,,
VIRSorter_650377919_CP001978,4187,VIRSorter_650377919_CP001978-gene_1950-gene_2019,70,2,2,,,gene_1950-gene_2019:27.56206960310490,gene_1950-gene_2018:8.29905393125942,gene_1955-gene_2017:2.63456917249976,
VIRSorter_650377919_CP001978,4187,VIRSorter_650377919_CP001978-gene_644-gene_704,61,2,6,gene_659-gene_683:7.89861765329305,,gene_644-gene_704:23.33576566096078,,,
VIRSorter_650377989_CP002377-circular,3048,VIRSorter_650377989_CP002377-circular-gene_2404-gene_2451,48,2,4,gene_2404-gene_2444:2.85094347049240,,gene_2404-gene_2451:10.54333700355404,,,
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_1197-gene_1217,21,2,1,,,gene_1197-gene_1217:3.85845476422977,,,
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_1849-gene_1912,64,2,3,,,gene_1849-gene_1912:35.70493594555114,gene_1856-gene_1912:4.13751593746732,,gene_1849-gene_1911:4.48038255740862
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_2749-gene_2844,96,2,5,gene_2763-gene_2816:8.09561290205885,,gene_2749-gene_2844:35.39731669791686,,,
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_750-gene_858,109,2,9,gene_750-gene_849:5.91316027992896,,gene_759-gene_858:36.52063027271512,,,
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_879-gene_928,50,2,1,,,gene_879-gene_928:4.75017395830537,,,
VIRSorter_650716032_NC_015275,4318,VIRSorter_650716032_NC_015275-gene_951-gene_1022,72,2,2,,,gene_951-gene_1020:37.64053703609510,gene_955-gene_1022:5.46113969544171,,gene_954-gene_988:6.65469307458821
VIRSorter_650716102_NC_015590,3664,VIRSorter_650716102_NC_015590-gene_1342-gene_1435,94,2,3,gene_1342-gene_1365:8.79817457341693,,gene_1342-gene_1435:41.37135814447782,gene_1366-gene_1421:7.85800918862641,,
VIRSorter_650716102_NC_015590,3664,VIRSorter_650716102_NC_015590-gene_1805-gene_1848,44,2,2,,,gene_1805-gene_1848:11.59049614730688,,,
VIRSorter_650716102_NC_015590,3664,VIRSorter_650716102_NC_015590-gene_220-gene_295,76,2,2,,,gene_229-gene_285:23.84887881577283,gene_220-gene_295:2.29862692514305,,
VIRSorter_650716102_NC_015590,3664,VIRSorter_650716102_NC_015590-gene_2233-gene_2317,85,2,3,,,gene_2255-gene_2317:26.15143115270707,gene_2233-gene_2315:2.66114821284699,,
VIRSorter_650716102_NC_015590,3664,VIRSorter_650716102_NC_015590-gene_750-gene_840,91,2,2,,,gene_756-gene_840:34.17521198892335,gene_750-gene_834:6.67528189618767,,
VIRSorter_650716148_NC_015711,7508,VIRSorter_650716148_NC_015711-gene_3723-gene_3820,98,2,3,,,gene_3723-gene_3820:33.75631968661828,gene_3724-gene_3820:21.76775518274567,,
VIRSorter_650716148_NC_015711,7508,VIRSorter_650716148_NC_015711-gene_5117-gene_5198,82,2,2,,,gene_5117-gene_5198:20.76069162244332,gene_5117-gene_5194:11.68911102418241,,
VIRSorter_650716148_NC_015711,7508,VIRSorter_650716148_NC_015711-gene_7454-gene_7495,42,2,4,,,gene_7454-gene_7495:12.60852590268367,,,
VIRSorter_651053104_CP002811,4594,VIRSorter_651053104_CP002811-gene_1369-gene_1427,59,2,4,,,gene_1369-gene_1427:13.35461439819022,,,gene_1388-gene_1401:4.50895731873627
VIRSorter_651053104_CP002811,4594,VIRSorter_651053104_CP002811-gene_2305-gene_2342,38,2,1,,gene_2311-gene_2341:6.92138477348206,gene_2305-gene_2342:9.12429184414907,gene_2312-gene_2342:2.02761955547352,,gene_2313-gene_2338:4.08719561066635
VIRSorter_651053104_CP002811,4594,VIRSorter_651053104_CP002811-gene_3763-gene_3823,61,2,3,,,gene_3763-gene_3823:15.61237703540454,,,
VIRSorter_2503755728_Ddes_Contig54,3541,VIRSorter_2503755728_Ddes_Contig54-gene_2498-gene_2537,40,3,,,,gene_2498-gene_2537:10.43605248379276,gene_2499-gene_2537:6.46109118862921,,
VIRSorter_2504404809_AMB_SN2,4344,VIRSorter_2504404809_AMB_SN2-gene_1185-gene_1245,61,3,,,,gene_1185-gene_1245:8.56307733463222,gene_1202-gene_1245:7.09637672197325,,gene_1202-gene_1244:4.34254820874242
VIRSorter_2504404809_AMB_SN2,4344,VIRSorter_2504404809_AMB_SN2-gene_2113-gene_2134,22,3,,,,gene_2113-gene_2134:9.42459639205015,gene_2113-gene_2134:5.88727660942061,,
VIRSorter_2504404809_AMB_SN2,4344,VIRSorter_2504404809_AMB_SN2-gene_3425-gene_3487,63,3,,,,gene_3425-gene_3487:7.83207812269859,gene_3425-gene_3481:4.90475868762855,,
VIRSorter_2504643033_SYNPCC8807DRAFT_8807_chromosome,2837,VIRSorter_2504643033_SYNPCC8807DRAFT_8807_chromosome-gene_80-gene_98,19,3,,,,gene_80-gene_98:5.69875036059660,gene_80-gene_96:4.38126066003614,,
VIRSorter_2504643047_SYNPCC73109DRAFT_73109_chromosome,2871,VIRSorter_2504643047_SYNPCC73109DRAFT_73109_chromosome-gene_1788-gene_1815,28,3,,,,gene_1788-gene_1815:7.04721441081892,gene_1788-gene_1815:4.60759817072058,,
VIRSorter_2504643047_SYNPCC73109DRAFT_73109_chromosome,2871,VIRSorter_2504643047_SYNPCC73109DRAFT_73109_chromosome-gene_1921-gene_1942,22,3,,,,gene_1921-gene_1942:9.60726683724910,gene_1921-gene_1942:6.06994705461956,,
VIRSorter_2504762402_Contig38,4614,VIRSorter_2504762402_Contig38-gene_1644-gene_1736,93,3,,,,gene_1644-gene_1736:7.98828488264340,gene_1644-gene_1736:2.37096784396400,,
VIRSorter_2504762402_Contig38,4614,VIRSorter_2504762402_Contig38-gene_2938-gene_2958,21,3,,,,gene_2938-gene_2958:6.80649587782700,gene_2946-gene_2958:3.25514085570663,,
VIRSorter_2506213072_Contig398,4215,VIRSorter_2506213072_Contig398-gene_2634-gene_2712,79,3,,,,gene_2634-gene_2712:4.05554758074469,gene_2636-gene_2712:2.62758972524768,,
VIRSorter_2506485008_Contig317,4900,VIRSorter_2506485008_Contig317-gene_2353-gene_2451,99,3,,,,gene_2353-gene_2451:5.21497179294350,gene_2353-gene_2367:2.82877004420544,,
VIRSorter_2506485008_Contig317,4900,VIRSorter_2506485008_Contig317-gene_2764-gene_2803,40,3,,,,gene_2764-gene_2803:5.85450114337311,gene_2764-gene_2782:3.91551388784324,,
VIRSorter_2506485008_Contig317,4900,VIRSorter_2506485008_Contig317-gene_4573-gene_4589,17,3,,,,gene_4573-gene_4589:5.95892139339794,gene_4574-gene_4587:2.17565096859616,,
VIRSorter_2506485008_Contig317,4900,VIRSorter_2506485008_Contig317-gene_4705-gene_4804,100,3,,,,gene_4705-gene_4804:8.23671328817875,gene_4705-gene_4804:2.19420387922450,,
VIRSorter_2506535018_Aquba_Contig381,4879,VIRSorter_2506535018_Aquba_Contig381-gene_2440-gene_2472,33,3,,,,gene_2440-gene_2472:5.05158036781693,gene_2448-gene_2472:2.64942345008390,,
VIRSorter_2506535018_Aquba_Contig381,4879,VIRSorter_2506535018_Aquba_Contig381-gene_2597-gene_2701,105,3,,,,gene_2602-gene_2701:8.23859938030042,gene_2597-gene_2688:2.52701269119655,,
VIRSorter_2506535018_Aquba_Contig381,4879,VIRSorter_2506535018_Aquba_Contig381-gene_3164-gene_3322,159,3,,,,gene_3234-gene_3322:13.94876253197249;gene_3164-gene_3227:5.06178020771548,gene_3222-gene_3321:7.55775356284754,,
VIRSorter_2506535018_Aquba_Contig381,4879,VIRSorter_2506535018_Aquba_Contig381-gene_4305-gene_4334,30,3,,,,gene_4305-gene_4334:5.54387213995017,gene_4305-gene_4334:4.42113164046307,,
VIRSorter_2506842939_Thimo_Contig50,3624,VIRSorter_2506842939_Thimo_Contig50-gene_2222-gene_2294,73,3,,,,gene_2222-gene_2294:9.49921782439801,gene_2224-gene_2287:3.74804296054380,,
VIRSorter_2506842939_Thimo_Contig50,3624,VIRSorter_2506842939_Thimo_Contig50-gene_758-gene_855,98,3,,,,gene_758-gene_821:7.56543019361688,gene_758-gene_855:2.67029107905527,,
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_1029-gene_1136,108,3,,,,gene_1029-gene_1127:14.11312804879798,gene_1041-gene_1136:6.81457152909431,,gene_1031-gene_1096:7.48949807259467
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_1148-gene_1217,70,3,,,,gene_1148-gene_1217:7.38753808408947,gene_1148-gene_1217:5.14450289442325,,
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_1565-gene_1659,95,3,,,,gene_1565-gene_1659:7.05495513810652,gene_1608-gene_1658:2.37752636034847,,
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_1737-gene_1791,55,3,,,,gene_1737-gene_1791:5.78412247202333,gene_1739-gene_1755:2.93608579803749,,
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_2073-gene_2199,127,3,,,,gene_2073-gene_2171:14.11312804879798,gene_2109-gene_2199:8.07262469594899,,gene_2116-gene_2131:2.21154397703564
VIRSorter_2507267692_KS49_KORDI_49_1,2552,VIRSorter_2507267692_KS49_KORDI_49_1-gene_756-gene_843,88,3,,,,gene_756-gene_843:28.21850536924250,gene_795-gene_841:14.83482887061680,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_1245-gene_1309,65,3,,,,gene_1245-gene_1309:7.35998110509273,gene_1245-gene_1272:5.80523237384519,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_1479-gene_1578,100,3,,,,gene_1479-gene_1578:23.86919989283794,gene_1479-gene_1578:18.05527609485078,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_1663-gene_1755,93,3,,,,gene_1663-gene_1755:19.05733412972522,gene_1703-gene_1747:16.32411477685335,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_1871-gene_1934,64,3,,,,gene_1871-gene_1934:8.54230700338737,gene_1871-gene_1909:4.61650375097751,,gene_1873-gene_1906:6.08140629916128
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_2069-gene_2111,43,3,,,,gene_2077-gene_2105:10.63196530292083,gene_2069-gene_2111:5.79541413955898,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_513-gene_541,29,3,,,,gene_513-gene_541:7.69239573997280,gene_513-gene_541:4.11254917500175,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_763-gene_810,48,3,,,,gene_763-gene_810:6.56696771316903,gene_763-gene_810:3.19289314201278,,
VIRSorter_2507267693_KS52_KORDI_52_1,2705,VIRSorter_2507267693_KS52_KORDI_52_1-gene_994-gene_1073,80,3,,,,gene_994-gene_1038:14.91549028619585,gene_994-gene_1073:11.41323119825428,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_1083-gene_1181,99,3,,,,gene_1083-gene_1181:18.42541750050281,gene_1084-gene_1181:14.40213498322438,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_1550-gene_1565,16,3,,,,gene_1550-gene_1565:5.51289418138490,gene_1551-gene_1564:4.14779462897072,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_1651-gene_1719,69,3,,,,gene_1656-gene_1719:8.51685588551303,gene_1651-gene_1717:2.47639120652729,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_1733-gene_1831,99,3,,,,gene_1733-gene_1831:19.35697519758299,gene_1733-gene_1831:12.44856268273688,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_2360-gene_2459,100,3,,,,gene_2360-gene_2459:13.72910942434394,gene_2360-gene_2459:12.13857796306322,,
VIRSorter_2507267694_KS100_Contig_1,2865,VIRSorter_2507267694_KS100_Contig_1-gene_618-gene_665,48,3,,,,gene_618-gene_665:9.49602258753237,gene_634-gene_664:5.22855781391904,,
VIRSorter_2507281848_Syn8016_Contig50_1,2802,VIRSorter_2507281848_Syn8016_Contig50_1-gene_1018-gene_1113,96,3,,,,gene_1018-gene_1113:4.87855612466820,,,gene_1064-gene_1089:3.18321478980963
