"Taxon.oid","Domain","Status","Genome.Name","IMG.Genome.ID","Phylum","Class","Order","Family","Genus","Species","NCBI.Taxon.ID","Strain","Cultured","Ecosystem","Ecosystem.Category","Ecosystem.Type","Ecosystem.Subtype","Genome.Size","Gene.Count","Scaffold.Count","GOLD.Analysis.Project.Type","GOLD.Sequencing.Strategy"
2721756040,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 02_E13 (contamination screened)",2721756040,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 02_E13","No","Environmental","Aquatic","Marine","Oceanic",489476,511,64,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721756001,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 02_E13 (unscreened)",2721756001,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 02_E13","No","Environmental","Aquatic","Marine","Oceanic",602927,633,95,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721756116,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 02_N5 (unscreened)",2721756116,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 02_N5","No","Environmental","Aquatic","Marine","Oceanic",167291,193,49,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2724679900,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 02_N6 (unscreened)",2724679900,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 02_N6","No","Environmental","Aquatic","Marine","Oceanic",148938,173,39,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2724679898,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_M17 (contamination screened)",2724679898,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_M17","No","Environmental","Aquatic","Marine","Oceanic",353369,306,23,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2724679897,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_M17 (unscreened)",2724679897,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_M17","No","Environmental","Aquatic","Marine","Oceanic",564797,546,70,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2724679745,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_M22 (contamination screened)",2724679745,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_M22","No","Environmental","Aquatic","Marine","Oceanic",358557,362,24,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755959,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_M9 (contamination screened)",2721755959,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_M9","No","Environmental","Aquatic","Marine","Oceanic",396156,379,27,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755958,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_M9 (unscreened)",2721755958,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_M9","No","Environmental","Aquatic","Marine","Oceanic",518658,481,52,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2724679622,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_N12 (contamination screened)",2724679622,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_N12","No","Environmental","Aquatic","Marine","Oceanic",932907,855,45,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721756113,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_N12 (unscreened)",2721756113,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_N12","No","Environmental","Aquatic","Marine","Oceanic",1168771,1104,94,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721756038,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_N16 (contamination screened)",2721756038,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_N16","No","Environmental","Aquatic","Marine","Oceanic",499447,519,47,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755998,"Bacteria","Permanent Draft","Flavobacteriaceae bacterium JGI 04_N16 (unscreened)",2721755998,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","Flavobacteriaceae bacterium",1871037,"JGI 04_N16","No","Environmental","Aquatic","Marine","Oceanic",753829,760,85,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
641380439,"Bacteria","Permanent Draft","Flavobacteriales sp. ALC-1",641380439,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","Flavobacteriales bacterium ALC-1",391603,"ALC-1","Yes","Environmental","Aquatic","Marine","Unclassified",3825707,3502,8,"Genome Analysis","Whole Genome Sequencing"
2523533550,"Bacteria","Permanent Draft","Flavobacterium frigidarium DSM 17623",2523533550,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium frigidarium",1121890,"DSM 17623","Yes","Environmental","Aquatic","Marine","Oceanic",3632800,3353,37,"Genome Analysis","Whole Genome Sequencing"
2695420960,"Bacteria","Permanent Draft","Flavobacterium frigidimaris DSM 15937",2695420960,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium frigidimaris",262320,"DSM 15937","Yes","Environmental","Aquatic","Marine","Unclassified",5739183,5130,54,"Genome Analysis","Whole Genome Sequencing"
2513237278,"Bacteria","Permanent Draft","Flavobacterium frigoris PS1",2513237278,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium frigoris",1086011,"PS1","Yes","Environmental","Aquatic","Marine","Unclassified",3934101,3640,52,"Genome Analysis","Whole Genome Sequencing"
2228664039,"Bacteria","Permanent Draft","Flavobacterium sp. SCGC AAA160-P02 (unscreened)",2228664039,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. SCGC AAA160-P02",1009412,"SCGC AAA160-P02","No","Environmental","Aquatic","Marine","Unclassified",2502015,2432,157,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664040,"Bacteria","Draft","Flavobacterium sp. SCGC AAA536-G18 (unscreened)",2228664040,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. SCGC AAA536-G18",1009713,"SCGC AAA536-G18","No","Environmental","Aquatic","Marine","Unclassified",1249725,1279,137,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2236347011,"Bacteria","Permanent Draft","Flavobacterium sp. SCGC AAA536-P05 (unscreened)",2236347011,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. SCGC AAA536-P05",1009712,"SCGC AAA536-P05","No","Environmental","Aquatic","Marine","Unclassified",263384,321,55,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721756099,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 01_B21 (contamination screened)",2721756099,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 01_B21","No","Environmental","Aquatic","Marine","Oceanic",411728,421,42,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721756057,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 01_B21 (unscreened)",2721756057,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 01_B21","No","Environmental","Aquatic","Marine","Oceanic",469338,472,54,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721755928,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 01_D18 (contamination screened)",2721755928,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 01_D18","No","Environmental","Aquatic","Marine","Oceanic",424359,382,28,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755912,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 01_D18 (unscreened)",2721755912,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 01_D18","No","Environmental","Aquatic","Marine","Oceanic",696696,661,80,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721755927,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_C17 (contamination screened)",2721755927,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_C17","No","Environmental","Aquatic","Marine","Oceanic",403934,423,25,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755911,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_C17 (unscreened)",2721755911,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_C17","No","Environmental","Aquatic","Marine","Oceanic",577374,609,57,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721755884,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_I17 (contamination screened)",2721755884,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_I17","No","Environmental","Aquatic","Marine","Oceanic",391522,400,49,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721755875,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_I17 (unscreened)",2721755875,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_I17","No","Environmental","Aquatic","Marine","Oceanic",472579,479,67,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2721756104,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_K9 (contamination screened)",2721756104,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_K9","No","Environmental","Aquatic","Marine","Oceanic",372048,394,41,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2721756063,"Bacteria","Permanent Draft","Flavobacteriumles bacterium JGI 02_K9 (unscreened)",2721756063,"Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified","unclassified","unclassified",200644,"JGI 02_K9","No","Environmental","Aquatic","Marine","Oceanic",563734,585,73,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2505679008,"Bacteria","Finished","Flexistipes sinusarabici MAS10, DSM 4947",2505679008,"Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Flexistipes","Flexistipes sinusarabici",717231,"MAS10, DSM 4947","Yes","Environmental","Aquatic","Marine","Unclassified",2526590,2399,1,"Genome Analysis","Whole Genome Sequencing"
2516143106,"Bacteria","Finished","Francisella sp. FSC1006",2516143106,"Proteobacteria","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella","Francisella sp. FSC1006",1547445,"FSC1006","Yes","Environmental","Aquatic","Marine","Unclassified",2056490,2041,26,"Genome Analysis","Whole Genome Sequencing"
639857001,"Bacteria","Permanent Draft","Fulvimarina pelagi HTCC2506",639857001,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Fulvimarina","Fulvimarina pelagi",314231,"HTCC2506","Yes","Environmental","Aquatic","Marine","Unclassified",3802689,3817,20,"Genome Analysis","Whole Genome Sequencing"
2531839228,"Bacteria","Permanent Draft","Fulvivirga imtechensis AK7",2531839228,"Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Fulvivirga","Fulvivirga imtechensis",1237149,"AK7","Yes","Environmental","Aquatic","Marine","Coastal",6737864,5958,226,"Genome Analysis","Whole Genome Sequencing"
2519899576,"Bacteria","Permanent Draft","Galbibacter marinus ck-I2-15",2519899576,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Galbibacter","Galbibacter marinus",555500,"ck-I2-15","Yes","Environmental","Aquatic","Marine","Oceanic",3572447,3138,80,"Genome Analysis","Whole Genome Sequencing"
2609459658,"Bacteria","Draft","Gamma Proteobacteria bacterium SCGC AD-606-C10 (contamination screened)",2609459658,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-606-C10","No","Environmental","Aquatic","Marine","Oceanic",389325,388,19,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459659,"Bacteria","Draft","Gamma Proteobacteria bacterium SCGC AD-606-E23 (contamination screened)",2609459659,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-606-E23","No","Environmental","Aquatic","Marine","Oceanic",557222,576,37,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459660,"Bacteria","Draft","Gamma Proteobacteria bacterium SCGC AD-606-L11 (contamination screened)",2609459660,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-606-L11","No","Environmental","Aquatic","Marine","Oceanic",447129,483,34,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2529292954,"Bacteria","Permanent Draft","gamma proteobacterium BDW918",2529292954,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","unclassified","gamma proteobacterium BDW918",1168065,"BDW918","Yes","Environmental","Aquatic","Marine","Unclassified",4245176,3836,81,"Genome Analysis","Whole Genome Sequencing"
2504557021,"Bacteria","Permanent Draft","gamma proteobacterium HIMB30",2504557021,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium HIMB30",751994,"HIMB30","Yes","Environmental","Aquatic","Marine","Unclassified",2168870,2295,36,"Genome Analysis","Whole Genome Sequencing"
651324112,"Bacteria","Permanent Draft","gamma proteobacterium IMCC1989",651324112,"Proteobacteria","Gammaproteobacteria","Alteromonadales","unclassified","unclassified","gamma proteobacterium IMCC1989",937772,"IMCC1989","Yes","Environmental","Aquatic","Marine","",3017625,2880,455,"Genome Analysis","Whole Genome Sequencing"
651324113,"Bacteria","Permanent Draft","gamma proteobacterium IMCC2047",651324113,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium IMCC2047",434085,"IMCC2047","Yes","Environmental","Aquatic","Marine","Unclassified",2234019,2285,815,"Genome Analysis","Whole Genome Sequencing"
2509601022,"Bacteria","Permanent Draft","gamma proteobacterium IMCC3088",2509601022,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","unclassified","gamma proteobacterium IMCC3088",876044,"IMCC3088","Yes","Environmental","Aquatic","Marine","Unclassified",3039623,2950,183,"Genome Analysis","Whole Genome Sequencing"
2505119052,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA001-B15 (unscreened) (sequencher)",2505119052,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA001-B15",913324,"SCGC AAA001-B15","No","Environmental","Aquatic","Marine","Unclassified",786590,831,88,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2505119054,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA007-O20 (unscreened) (sequencher)",2505119054,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA007-O20",913327,"SCGC AAA007-O20","No","Environmental","Aquatic","Marine","Unclassified",1040238,1071,82,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2236661015,"Bacteria","Draft","gamma proteobacterium SCGC AAA008-P15 (unscreened)",2236661015,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA008-P15",939658,"SCGC AAA008-P15","No","Environmental","Aquatic","Marine","Unclassified",1259838,1355,98,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664052,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-D02 (unscreened)",2228664052,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-D02",1007114,"SCGC AAA076-D02","No","Environmental","Aquatic","Marine","Unclassified",1761763,1830,55,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664053,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-D13 (unscreened)",2228664053,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-D13",1007115,"SCGC AAA076-D13","No","Environmental","Aquatic","Marine","Unclassified",1663375,1772,81,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2236347004,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-E13 (unscreened)",2236347004,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-E13",1007116,"SCGC AAA076-E13","No","Environmental","Aquatic","Marine","Unclassified",976211,1067,88,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2236347022,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-F14 (unscreened)",2236347022,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-F14",1007117,"SCGC AAA076-F14","No","Environmental","Aquatic","Marine","Unclassified",1763976,1828,48,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664027,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-P09 (unscreened)",2228664027,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-P09",1007118,"SCGC AAA076-P09","No","Environmental","Aquatic","Marine","Unclassified",1006205,1109,58,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664055,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA076-P13 (unscreened)",2228664055,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA076-P13",1007119,"SCGC AAA076-P13","No","Environmental","Aquatic","Marine","Unclassified",1311157,1410,39,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664054,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA160-D02 (unscreened)",2228664054,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA160-D02",1007120,"SCGC AAA160-D02","No","Environmental","Aquatic","Marine","Unclassified",880483,933,117,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664056,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA168-I18 (unscreened)",2228664056,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA168-I18",1009425,"SCGC AAA168-I18","No","Environmental","Aquatic","Marine","Unclassified",957144,1044,35,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664028,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA168-P09 (unscreened)",2228664028,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA168-P09",1009426,"SCGC AAA168-P09","No","Environmental","Aquatic","Marine","Unclassified",1309253,1430,46,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2236661016,"Bacteria","Draft","gamma proteobacterium SCGC AAA240-I17 (unscreened)",2236661016,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA240-I17",939675,"SCGC AAA240-I17","No","Environmental","Aquatic","Marine","Unclassified",1023296,1118,94,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664029,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA300-D14 (unscreened)",2228664029,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA300-D14",939696,"SCGC AAA300-D14","No","Environmental","Aquatic","Marine","Unclassified",1459518,1484,154,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664030,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA536-J20 (unscreened)",2228664030,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA536-J20",1009710,"SCGC AAA536-J20","No","Environmental","Aquatic","Marine","Unclassified",358127,458,94,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2228664031,"Bacteria","Permanent Draft","gamma proteobacterium SCGC AAA536-N21 (unscreened)",2228664031,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AAA536-N21",1009711,"SCGC AAA536-N21","No","Environmental","Aquatic","Marine","Unclassified",436570,501,47,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2609459664,"Bacteria","Draft","Gamma proteobacterium SCGC AD-602-M15 (contamination screened)",2609459664,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-602-M15","No","Environmental","Aquatic","Marine","Oceanic",323227,344,26,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459665,"Bacteria","Draft","Gamma proteobacterium SCGC AD-602-N15 (contamination screened)",2609459665,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-602-N15","No","Environmental","Aquatic","Marine","Oceanic",877559,917,67,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459666,"Bacteria","Draft","Gamma proteobacterium SCGC AD-604-A10 (contamination screened)",2609459666,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-604-A10","No","Environmental","Aquatic","Marine","Oceanic",768830,824,56,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459663,"Bacteria","Draft","Gamma proteobacterium SCGC AD-606-O08 (contamination screened)",2609459663,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-606-O08","No","Environmental","Aquatic","Marine","Oceanic",122176,133,22,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459707,"Bacteria","Draft","Gamma proteobacterium SCGC AD-615-F19 (contamination screened)",2609459707,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-615-F19","No","Environmental","Aquatic","Marine","Oceanic",259102,278,33,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2609459709,"Bacteria","Draft","Gamma proteobacterium SCGC AD-615-K15 (contamination screened)",2609459709,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified",50423,"SCGC AD-615-K15","No","Environmental","Aquatic","Marine","Oceanic",274099,288,26,"Single Cell Analysis (screened)","Whole Genome Sequencing"
647533248,"Bacteria","Permanent Draft","gamma proteobacterium sp. HTCC5015",647533248,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium HTCC5015",391615,"HTCC5015","Yes","Environmental","Aquatic","Marine","Unclassified",2625605,2495,30,"Genome Analysis","Whole Genome Sequencing"
2639762707,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AB-629-K02 - v2 (unscreened)",2639762707,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AB-629-K02",1131275,"SCGC AB-629-K02","No","Environmental","Aquatic","Marine","",450361,448,42,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2639762705,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AB-629-P17 - v2 (unscreened)",2639762705,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","gamma proteobacterium SCGC AB-629-P17",1131274,"SCGC AB-629-P17","No","Environmental","Aquatic","Marine","",1136398,1162,48,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2663763572,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-312_N18v2 (contamination screened)",2663763572,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-312_N18",1465445,"SCGC AC-312_N18","No","Environmental","Aquatic","Marine","",263254,274,11,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2663763573,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-312_N18v2 (unscreened)",2663763573,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-312_N18",1465445,"SCGC AC-312_N18","No","Environmental","Aquatic","Marine","",311970,333,20,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2663763578,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-337_M13v2 (contamination screened)",2663763578,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-337_M13",1465448,"SCGC AC-337_M13","No","Environmental","Aquatic","Marine","",825025,822,18,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2663763579,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-337_M13v2 (unscreened)",2663763579,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-337_M13",1465448,"SCGC AC-337_M13","No","Environmental","Aquatic","Marine","",878257,889,30,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2663763576,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-337_P08v2 (contamination screened)",2663763576,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-337_P08",1465440,"SCGC AC-337_P08","No","Environmental","Aquatic","Marine","",1098235,1093,20,"Single Cell Analysis (screened)","Whole Genome Sequencing"
2663763577,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SCGC AC-337_P08v2 (unscreened)",2663763577,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SCGC AC-337_P08",1465440,"SCGC AC-337_P08","No","Environmental","Aquatic","Marine","",1148372,1148,32,"Single Cell Analysis (unscreened)","Whole Genome Sequencing"
2654587956,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SG8_11",2654587956,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SG8_11",1703402,"","No","Environmental","Aquatic","Marine","Oceanic",3882126,3988,464,"Genome from Metagenome","Metagenome"
2654587957,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SG8_15",2654587957,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SG8_15",1703403,"","No","Environmental","Aquatic","Marine","Oceanic",2741304,2938,302,"Genome from Metagenome","Metagenome"
2654587954,"Bacteria","Permanent Draft","Gammaproteobacteria bacterium SG8_30",2654587954,"Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","Gammaproteobacteria bacterium SG8_30",1703404,"","No","Environmental","Aquatic","Marine","Oceanic",2820123,2686,113,"Genome from Metagenome","Metagenome"
