"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","IMG.Genome.ID"
"640069322_NC_009012",3446,"640069322_NC_009012-gene_2598-gene_2662",65,2,5,"gene_2600-gene_2662:3.99284934741230","","gene_2598-gene_2662:10.77407549819352","","","","640069322"
"640069332_NC_009052",4492,"640069332_NC_009052-gene_1283-gene_1342",60,2,4,"gene_1299-gene_1342:3.82789506516313","","gene_1283-gene_1342:11.94372878776617","","","gene_1303-gene_1316:4.51882587369738","640069332"
"640069332_NC_009052",4492,"640069332_NC_009052-gene_2229-gene_2260",32,2,1,"","","gene_2229-gene_2260:4.03412522586556","","","","640069332"
"640069332_NC_009052",4492,"640069332_NC_009052-gene_3681-gene_3735",55,2,4,"gene_3681-gene_3715:3.41812479992347","","gene_3681-gene_3735:19.91015858368554","","","","640069332"
"640069350_NC_009138",3233,"640069350_NC_009138-gene_2078-gene_2142",65,2,2,"","","gene_2078-gene_2142:23.30799877070015","gene_2080-gene_2140:6.22777154400391","","","640069350"
"640427112_NC_007794",3420,"640427112_NC_007794-gene_2731-gene_2813",83,2,2,"","","gene_2731-gene_2807:26.42143345243105","gene_2731-gene_2813:10.10584571142844","","gene_2737-gene_2812:3.20902830949229","640427112"
"640427112_NC_007794",3420,"640427112_NC_007794-gene_3027-gene_3097",71,2,3,"","","gene_3027-gene_3097:33.18201844358185","gene_3027-gene_3097:14.89944471311107","","gene_3074-gene_3090:5.80893077255620","640427112"
"640427112_NC_007794",3420,"640427112_NC_007794-gene_620-gene_675",56,2,3,"","","gene_620-gene_673:25.89896546710630","gene_620-gene_675:4.66619085122816","","","640427112"
"640427116_NC_009338",5429,"640427116_NC_009338-gene_3965-gene_4013",49,2,1,"","","gene_3965-gene_4013:2.79745497986771","","","","640427116"
"640427133_NC_009380",4772,"640427133_NC_009380-gene_512-gene_609",98,2,4,"gene_529-gene_569:16.31384368401131","","gene_512-gene_609:33.48832504042326","gene_570-gene_609:5.28184690298079","","","640427133"
"640427148_NC_009439",4689,"640427148_NC_009439-gene_2144-gene_2162",19,2,1,"","gene_2145-gene_2154:4.48215868816293","gene_2144-gene_2162:2.25188955104689","","","","640427148"
"640427148_NC_009439",4689,"640427148_NC_009439-gene_3998-gene_4052",55,2,3,"gene_3998-gene_4039:4.57101131018003","","gene_4000-gene_4052:20.10608921683491","","","","640427148"
"640427148_NC_009439",4689,"640427148_NC_009439-gene_4000-gene_4052",53,2,3,"gene_4012-gene_4039:11.21920768699394","","gene_4000-gene_4052:20.13056638051459","","","","640427148"
"640427177_NC_009484",3155,"640427177_NC_009484-gene_2322-gene_2345",24,2,1,"","","gene_2322-gene_2345:4.13257077634584","","","","640427177"
"640427177_NC_009484",3155,"640427177_NC_009484-gene_2547-gene_2582",36,2,1,"","","gene_2547-gene_2582:5.32551652035285","gene_2547-gene_2578:3.20358652344031","","","640427177"
"640427190_NC_009511",4997,"640427190_NC_009511-gene_2210-gene_2268",59,2,1,"","","gene_2210-gene_2268:23.82357977832165","gene_2210-gene_2267:7.97493982068982","","","640427190"
"640427190_NC_009511",4997,"640427190_NC_009511-gene_4522-gene_4561",40,2,4,"","","gene_4522-gene_4561:12.15491382808410","gene_4522-gene_4561:5.26161422906959","","","640427190"
"640427197_NC_009524",2440,"640427197_NC_009524-gene_1296-gene_1386",91,2,1,"","","gene_1296-gene_1386:26.08294604837632","gene_1302-gene_1386:8.10194853849316","","","640427197"
"640753024_NC_009654",4573,"640753024_NC_009654-gene_556-gene_608",53,2,4,"","","gene_556-gene_608:10.22257933678506","","","","640753024"
"640753032_NC_009664",4588,"640753032_NC_009664-gene_1720-gene_1816",97,2,4,"","","gene_1720-gene_1816:39.78101629540011","gene_1720-gene_1816:12.52461792128977","gene_1721-gene_1813:6.77026326268479","gene_1723-gene_1813:2.42335051378460","640753032"
"640753033_NC_009665",4461,"640753033_NC_009665-gene_2114-gene_2161",48,2,4,"","","gene_2114-gene_2161:11.85701216514707","","","","640753033"
"640753033_NC_009665",4461,"640753033_NC_009665-gene_734-gene_792",59,2,4,"gene_758-gene_788:2.62446075269199","","gene_734-gene_792:16.99585341430297","","","","640753033"
"640753059_NC_009720",4979,"640753059_NC_009720-gene_3726-gene_3834",109,2,1,"","","gene_3735-gene_3834:35.96185587121495","gene_3726-gene_3825:16.45692017148897","","","640753059"
"640753059_NC_009720",4979,"640753059_NC_009720-gene_4647-gene_4709",63,2,1,"","","gene_4647-gene_4709:12.48703868065877","","gene_4648-gene_4700:2.31682116559448","","640753059"
"640753071_NC_009783",3387,"640753071_NC_009783-gene_1750-gene_1832",83,2,7,"gene_1758-gene_1812:6.59039907387885","","gene_1750-gene_1832:15.33003890626751","","","","640753071"
"640753071_NC_009783",3387,"640753071_NC_009783-gene_2099-gene_2138",40,2,NA,"gene_2103-gene_2138:9.77944513617208","gene_2103-gene_2117:18.78319118726010","gene_2099-gene_2138:7.47363465184148","","","","640753071"
"640753071_NC_009783",3387,"640753071_NC_009783-gene_2103-gene_2138",36,2,NA,"gene_2103-gene_2138:11.02130089924526","gene_2103-gene_2117:18.78319118726010","gene_2103-gene_2138:8.65400902291577","","","","640753071"
"640753090_NC_009831",4601,"640753090_NC_009831-gene_2225-gene_2263",39,2,1,"","","gene_2225-gene_2263:10.27787041153836","gene_2225-gene_2259:3.64770506717616","","gene_2225-gene_2243:3.20334220442614","640753090"
"641228481_NC_009925",5734,"641228481_NC_009925-gene_3812-gene_3885",74,2,1,"","","gene_3812-gene_3885:5.08042768358129","gene_3812-gene_3879:2.58536309826805","","","641228481"
"641228495_NC_009953",5169,"641228495_NC_009953-gene_3716-gene_3824",109,2,6,"gene_3729-gene_3821:3.81719775489044","","gene_3727-gene_3824:56.48736320328406","gene_3716-gene_3814:15.94682270806311","","","641228495"
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2143-gene_2194",52,2,4,"","","gene_2143-gene_2194:9.68220543944233","","","","641228507"
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2263-gene_2355",93,2,NA,"","gene_2329-gene_2347:3.18230317356675","gene_2263-gene_2355:4.45527699036859","","","","641228507"
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2938-gene_2986",49,2,9,"gene_2938-gene_2966:15.37292911570305","","gene_2938-gene_2986:16.25427367671775","","","","641228507"
"641228507_NC_009997",4587,"641228507_NC_009997-gene_771-gene_828",58,2,4,"gene_792-gene_828:2.87026810955867","","gene_771-gene_828:20.31086409410379","","","","641228507"
"641228542_NC_010170",5106,"641228542_NC_010170-gene_4461-gene_4515",55,2,4,"gene_4464-gene_4514:7.49426982063909","","gene_4461-gene_4515:14.62552713883213","","","","641228542"
"641228542_NC_010170",5106,"641228542_NC_010170-gene_955-gene_1035",81,2,3,"gene_963-gene_1027:8.39191931461060","","gene_955-gene_1035:34.39064967830978","","","","641228542"
"641381032_NZ_ABGR01000017-circular",40,"641381032_NZ_ABGR01000017-circular-gene_2-gene_32",31,2,1,"","","gene_2-gene_32:3.69257597501630","","","","641381032"
"641522603_NC_009348",4511,"641522603_NC_009348-gene_1588-gene_1636",49,2,6,"gene_1593-gene_1636:20.33813036278223","","gene_1588-gene_1636:19.19339931460966","","","","641522603"
"641522603_NC_009348",4511,"641522603_NC_009348-gene_2030-gene_2078",49,2,NA,"","gene_2049-gene_2073:2.72336831004738","gene_2030-gene_2078:9.10094464903005","","","","641522603"
"641522603_NC_009348",4511,"641522603_NC_009348-gene_3947-gene_3994",48,2,6,"gene_3948-gene_3994:19.91451231519033","","gene_3947-gene_3994:21.91851107203485","","","","641522603"
"641522614_NC_010322",5476,"641522614_NC_010322-gene_1175-gene_1228",54,2,2,"gene_1177-gene_1222:5.04842632335432","","gene_1175-gene_1228:10.68504782798394","","","","641522614"
"641522614_NC_010322",5476,"641522614_NC_010322-gene_3387-gene_3483",97,2,4,"gene_3396-gene_3472:4.98005795446434","","gene_3387-gene_3483:30.34203781407523","gene_3431-gene_3479:4.37592993622125","","","641522614"
"641522617_NC_010334",4381,"641522617_NC_010334-gene_1313-gene_1365",53,2,4,"gene_1313-gene_1361:4.39468079129935","","gene_1313-gene_1365:13.54721300454988","","","","641522617"
"641522620_NC_010337",2842,"641522620_NC_010337-gene_2603-gene_2702",100,2,6,"","","gene_2603-gene_2702:12.54410635990469","","","","641522620"
"641522690_NC_010524",4400,"641522690_NC_010524-gene_2238-gene_2297",60,2,1,"","","gene_2238-gene_2297:15.20249040961270","","","","641522690"
"641522690_NC_010524",4400,"641522690_NC_010524-gene_2988-gene_3002",15,2,1,"","","gene_2988-gene_3002:2.56888040652260","","","","641522690"
"641522729_NC_010674",3507,"641522729_NC_010674-gene_1816-gene_1896",81,2,4,"gene_1824-gene_1896:3.68557121191245","","gene_1816-gene_1893:25.70270904122040","","gene_1825-gene_1886:3.82413306990399","gene_1816-gene_1895:4.75788338561852","641522729"
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2305-gene_2328",24,2,2,"","","gene_2305-gene_2328:5.36583723883933","gene_2305-gene_2328:2.92324276524278","","","641522729"
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2627-gene_2721",95,2,4,"gene_2639-gene_2721:15.87228088411004","","gene_2627-gene_2721:30.60739551352831","","gene_2634-gene_2718:7.28206103656874","gene_2628-gene_2718:3.85230973388710","641522729"
"641522729_NC_010674",3507,"641522729_NC_010674-gene_862-gene_917",56,2,6,"gene_862-gene_916:11.48700008822654","","gene_866-gene_917:28.83377830650479","","","","641522729"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_1870-gene_1936",67,2,1,"","","gene_1870-gene_1919:21.29686701102712","gene_1870-gene_1936:14.54124602797646","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_4675-gene_4725",51,2,1,"","","gene_4675-gene_4725:18.76692477929291","gene_4675-gene_4725:10.04109917259190","","","641782883"
"641782883_NZ_ABIZ01000001",6301,"641782883_NZ_ABIZ01000001-gene_5658-gene_5709",52,2,1,"","","gene_5658-gene_5709:22.56545987404010","gene_5658-gene_5709:14.00774898582685","","","641782883"
"642555150_NC_010682",3763,"642555150_NC_010682-gene_1389-gene_1410",22,2,1,"","gene_1389-gene_1409:16.96976360457678","gene_1389-gene_1410:7.09540324518365","","","","642555150"
"642555150_NC_010682",3763,"642555150_NC_010682-gene_2276-gene_2359",84,2,2,"gene_2276-gene_2350:4.76160886303458","","gene_2276-gene_2353:32.66305433691684","gene_2282-gene_2359:4.24529732865468","gene_2282-gene_2354:3.95275002363482","","642555150"
"642555162_NC_010718",2969,"642555162_NC_010718-gene_1248-gene_1264",17,2,1,"","","gene_1248-gene_1264:5.79992152381427","gene_1248-gene_1263:5.13970967233013","","","642555162"
"642555224_NC_011138",3936,"642555224_NC_011138-gene_754-gene_825",72,2,3,"","","gene_754-gene_825:35.54725998629322","gene_754-gene_812:17.05094093376054","","gene_763-gene_797:22.76887261758065","642555224"
"643348579_NC_011567",2968,"643348579_NC_011567-gene_650-gene_710",61,2,5,"gene_656-gene_704:18.95147906519487","","gene_650-gene_710:22.32265021848910","","","gene_658-gene_708:2.82019540662659","643348579"
"643348595_NC_011663",4365,"643348595_NC_011663-gene_2594-gene_2664",71,2,4,"gene_2594-gene_2657:12.59262773115668","","gene_2594-gene_2664:25.41437103945071","","","","643348595"
"643348595_NC_011663",4365,"643348595_NC_011663-gene_757-gene_814",58,2,4,"gene_782-gene_810:3.24288290289928","","gene_757-gene_814:18.97234945389335","","","","643348595"
"643348691_NC_011963",3075,"643348691_NC_011963-gene_2988-gene_3036",49,2,1,"","","gene_2988-gene_3036:10.32788976879452","","","","643348691"
"643348691_NC_011963",3075,"643348691_NC_011963-gene_323-gene_394",72,2,1,"","","gene_323-gene_394:11.62051382476339","","","","643348691"
"643692038_NC_012440-circular",1985,"643692038_NC_012440-circular-gene_1738-gene_1798",61,2,2,"","","gene_1738-gene_1798:23.95218029186606","gene_1739-gene_1798:15.55479785781781","","","643692038"
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2276-gene_2334",59,2,4,"gene_2278-gene_2320:5.84030684145333","","gene_2276-gene_2334:28.86594873004885","","","","643692052"
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2510-gene_2597",88,2,2,"","","gene_2510-gene_2597:32.74946785889082","gene_2513-gene_2596:15.58386397135385","","gene_2514-gene_2539:5.14942156458038","643692052"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_1506-gene_1571",66,2,5,"gene_1516-gene_1569:4.16344352447394","","gene_1506-gene_1571:25.25216773350448","","","","643692061"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_1912-gene_1956",45,2,5,"gene_1912-gene_1935:4.00104857181525","","gene_1912-gene_1956:13.91715902096535","","","","643692061"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_2347-gene_2439",93,2,4,"gene_2358-gene_2439:16.12381831681588","","gene_2347-gene_2436:37.03446229640355","","gene_2356-gene_2432:6.03181378284318","","643692061"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_2470-gene_2537",68,2,6,"gene_2481-gene_2528:10.66604666572307","","gene_2470-gene_2537:21.05706356373465","","","","643692061"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_2757-gene_2811",55,2,5,"gene_2760-gene_2781:4.89537609362921","","gene_2757-gene_2811:14.74330420226292","gene_2784-gene_2804:6.43870563230338","","","643692061"
"643692061_NC_012563",3906,"643692061_NC_012563-gene_3253-gene_3286",34,2,1,"","","gene_3253-gene_3286:10.00818494358471","","","","643692061"
"643692086_NC_012673",3051,"643692086_NC_012673-gene_1-gene_69",69,2,2,"","","gene_1-gene_62:24.37751673520122","gene_11-gene_69:4.55596440144037","gene_1-gene_67:4.63736637632188","","643692086"
"643692087_NC_012691",3179,"643692087_NC_012691-gene_712-gene_764",53,2,5,"gene_718-gene_758:5.73626258078645","","gene_712-gene_764:16.14386211421163","","","","643692087"
"644736348_NC_012779",3544,"644736348_NC_012779-gene_1784-gene_1845",62,2,4,"gene_1784-gene_1808:10.30440190135534","","gene_1786-gene_1845:20.25983754596556","","","","644736348"
"644736348_NC_012779",3544,"644736348_NC_012779-gene_1995-gene_2078",84,2,5,"gene_1996-gene_2070:12.37495329399584","","gene_1995-gene_2078:18.78558424990606","","","","644736348"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_2462-gene_2522",61,2,2,"","","gene_2464-gene_2522:14.61575794583865","gene_2462-gene_2522:4.52263106510437","","","644736359"
"644736359_NC_012796",4634,"644736359_NC_012796-gene_402-gene_421",20,2,1,"","","gene_402-gene_421:7.58433015935786","","","","644736359"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_2143-gene_2157",15,2,NA,"","gene_2148-gene_2157:4.61329432221358","gene_2143-gene_2157:2.67205602407724","","","","644736381"
"644736381_NC_012856",3481,"644736381_NC_012856-gene_2249-gene_2318",70,2,1,"","","gene_2249-gene_2318:17.53334086261497","","","","644736381"
"644736405_NC_012969",2831,"644736405_NC_012969-gene_1590-gene_1675",86,2,5,"gene_1606-gene_1675:2.86451802196473","","gene_1602-gene_1673:32.21254695917406","gene_1590-gene_1660:6.23868359828107","","gene_1628-gene_1660:4.22846956497741","644736405"
"645075742_NZ_ACFQ01000009-circular",1014,"645075742_NZ_ACFQ01000009-circular-gene_629-gene_684",56,2,3,"gene_629-gene_683:5.38249164285642","","gene_629-gene_684:15.92208899166966","","","","645075742"
"645075742_NZ_ACFQ01000009-circular",1014,"645075742_NZ_ACFQ01000009-circular-gene_629-gene_688",60,2,3,"gene_629-gene_674:3.41416595955176","","gene_629-gene_688:13.62991926034587","","","","645075742"
"645076433_NZ_ACHV01000001",2506,"645076433_NZ_ACHV01000001-gene_102-gene_117",16,2,NA,"gene_102-gene_117:9.66552625610596","","gene_102-gene_117:5.21482776557879","","","","645076433"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_1297-gene_1407",111,2,10,"gene_1321-gene_1407:16.63272487091350","","gene_1304-gene_1403:38.83079240868302","gene_1297-gene_1320:4.06728776027614","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_1484-gene_1549",66,2,3,"gene_1519-gene_1548:6.51876005052652","","gene_1484-gene_1549:19.89191540852734","","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_1493-gene_1549",57,2,3,"gene_1524-gene_1548:8.77874851226158","","gene_1493-gene_1549:21.22403457444872","","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_1757-gene_1850",94,2,5,"gene_1760-gene_1844:30.75368788985238","","gene_1757-gene_1850:39.52699590805966","","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_2458-gene_2500",43,2,4,"gene_2458-gene_2474:4.93717205590105","","gene_2458-gene_2500:15.55751365370501","","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_473-gene_551",79,2,4,"gene_502-gene_528:5.15536012191980","","gene_473-gene_551:27.58164783240971","gene_484-gene_501:3.06291817254708","","","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_813-gene_921",109,2,4,"gene_824-gene_873:8.96690369679463","","gene_824-gene_921:33.59563520467572","gene_813-gene_905:2.83657960795891","","gene_816-gene_915:6.74532454403044","645082760"
"645082760_NZ_ACSC01000002",3658,"645082760_NZ_ACSC01000002-gene_824-gene_976",153,2,4,"gene_824-gene_873:11.06665270426589","","gene_824-gene_921:33.60529819466581","gene_877-gene_976:2.62727315502189","","","645082760"
"646311903_NC_013222",3087,"646311903_NC_013222-gene_2691-gene_2741",51,2,1,"","","gene_2695-gene_2741:23.36132031412815","gene_2691-gene_2741:6.46840781301182","","","646311903"
"646311931_NC_013406",6392,"646311931_NC_013406-gene_5406-gene_5444",39,2,4,"gene_5407-gene_5444:7.48659290005284","","gene_5406-gene_5444:14.35734216388972","","","","646311931"
"646311936_NC_013411",3588,"646311936_NC_013411-gene_601-gene_660",60,2,5,"gene_601-gene_659:25.72644025101295","","gene_601-gene_660:29.74721680040494","","","","646311936"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_1014-gene_1103",90,2,1,"","","gene_1019-gene_1103:14.17946245283987","gene_1014-gene_1103:7.66119876961745","","","646311943"
"646311943_NC_013440",7011,"646311943_NC_013440-gene_593-gene_803",211,2,2,"","","gene_593-gene_692:19.03595476931045;gene_704-gene_803:20.95825720175842","gene_613-gene_708:11.08585289583743;gene_714-gene_803:11.46866261054038","","","646311943"
"646311952_NC_013456",2888,"646311952_NC_013456-gene_1793-gene_1819",27,2,NA,"gene_1793-gene_1819:9.12671160981894","gene_1808-gene_1819:10.26639200463629","gene_1795-gene_1819:6.05705549963285","","","","646311952"
"646311991_NC_013720",4703,"646311991_NC_013720-gene_2199-gene_2210",12,2,1,"","","gene_2199-gene_2210:2.29614127930551","","","","646311991"
"646311991_NC_013720",4703,"646311991_NC_013720-gene_609-gene_703",95,2,1,"","","gene_609-gene_703:8.58094717839850","gene_609-gene_703:5.87604594493204","","","646311991"
"646311995_NC_013730",6525,"646311995_NC_013730-gene_5178-gene_5249",72,2,1,"","","gene_5178-gene_5249:4.17429758656168","gene_5178-gene_5246:2.29817548956140","","","646311995"
"646564567_NC_013946",3092,"646564567_NC_013946-gene_1436-gene_1466",31,2,NA,"gene_1436-gene_1456:2.97553992303687","","gene_1436-gene_1466:11.24329183375312","","","","646564567"
"646564567_NC_013946",3092,"646564567_NC_013946-gene_1973-gene_2025",53,2,1,"","","gene_1973-gene_2025:14.90079691086753","gene_1973-gene_2025:9.38171279865949","","","646564567"
"646564576_NC_013960",3900,"646564576_NC_013960-gene_932-gene_1037",106,2,4,"gene_939-gene_1037:3.73741317611992","","gene_932-gene_1031:24.26271398831687","","","","646564576"
"646564595_NC_014010",2596,"646564595_NC_014010-gene_2295-gene_2316",22,2,2,"","","gene_2295-gene_2316:4.29545161216702","","","","646564595"
"646564595_NC_014010",2596,"646564595_NC_014010-gene_370-gene_416",47,2,5,"gene_379-gene_416:4.74112148017010","","gene_370-gene_413:14.86869609767304","","","","646564595"
"646564597_NC_014012",4030,"646564597_NC_014012-gene_2007-gene_2037",31,2,1,"","","gene_2007-gene_2037:9.58358493664157","gene_2011-gene_2037:3.44374171129728","","","646564597"
"646564634_NC_014148",4106,"646564634_NC_014148-gene_2039-gene_2093",55,2,2,"","","gene_2039-gene_2093:10.32133029886361","gene_2044-gene_2093:5.84418937954730","","","646564634"
"646564634_NC_014148",4106,"646564634_NC_014148-gene_3433-gene_3498",66,2,1,"","","gene_3433-gene_3498:10.28262830500245","gene_3433-gene_3450:6.31710249770521","","","646564634"
"646564657_NC_014212",3241,"646564657_NC_014212-gene_1202-gene_1246",45,2,2,"","","gene_1202-gene_1246:13.99946323594411","gene_1208-gene_1246:3.12479127324953","","","646564657"
"646564657_NC_014212",3241,"646564657_NC_014212-gene_1919-gene_1966",48,2,2,"","","gene_1919-gene_1966:15.80339851245692","gene_1923-gene_1966:7.57789621360675","","","646564657"
"646564660_NC_014216",2702,"646564660_NC_014216-gene_2058-gene_2078",21,2,1,"","","gene_2058-gene_2078:5.04203183306632","","","","646564660"
"646564662_NC_014219",3410,"646564662_NC_014219-gene_3028-gene_3117",90,2,4,"gene_3067-gene_3103:4.91943369404952","","gene_3028-gene_3117:23.13039937171794","","","","646564662"
"646564662_NC_014219",3410,"646564662_NC_014219-gene_799-gene_880",82,2,4,"gene_805-gene_843:6.33317403032532","","gene_799-gene_880:15.76100483110123","","","","646564662"
"647010322_NZ_ACZP01000014-circular",1505,"647010322_NZ_ACZP01000014-circular-gene_56-gene_113",58,2,9,"gene_64-gene_103:3.51429581957157","","gene_56-gene_113:15.70214890230558","","","","647010322"
"647010922_NZ_ACZV01000004-circular",1414,"647010922_NZ_ACZV01000004-circular-gene_818-gene_861",44,2,6,"gene_822-gene_849:18.84769635088238","","gene_818-gene_861:19.86910445459942","","","","647010922"
"647011773_NZ_ADAF01000001",2613,"647011773_NZ_ADAF01000001-gene_1180-gene_1209",30,2,1,"gene_1180-gene_1207:16.55545344379346","gene_1194-gene_1209:12.32585510749134","gene_1180-gene_1207:9.42623562407109","","","","647011773"
"647012809_NZ_ADBS01000001",2822,"647012809_NZ_ADBS01000001-gene_1010-gene_1064",55,2,6,"gene_1010-gene_1060:5.87649238204871","","gene_1010-gene_1064:23.15603645917708","","","","647012809"
"647533454_NZ_DS989898",3564,"647533454_NZ_DS989898-gene_1834-gene_1925",92,2,3,"","","gene_1834-gene_1925:14.40890412791766","gene_1834-gene_1924:4.41748162835733","","","647533454"
"647533516_NZ_DS990556",2829,"647533516_NZ_DS990556-gene_1296-gene_1378",83,2,2,"","","gene_1296-gene_1378:11.83681185792213","gene_1296-gene_1378:7.88463619174342","","","647533516"
"647533516_NZ_DS990556",2829,"647533516_NZ_DS990556-gene_624-gene_664",41,2,1,"","","gene_624-gene_664:5.08145742970593","","","","647533516"
"647533601_NZ_DS995281",3786,"647533601_NZ_DS995281-gene_3189-gene_3242",54,2,1,"","","gene_3189-gene_3242:10.84726570615394","gene_3193-gene_3242:3.41117826195145","","","647533601"
"647533651_NZ_DS999054",3391,"647533651_NZ_DS999054-gene_501-gene_552",52,2,3,"","","gene_501-gene_552:11.95127934490976","","","","647533651"
"647533810_NZ_DS999213",3659,"647533810_NZ_DS999213-gene_3456-gene_3479",24,2,2,"","","gene_3456-gene_3479:4.06716727352771","","","","647533810"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_0-gene_50",50,2,4,"gene_0-gene_28:3.55028527507446","","gene_0-gene_50:21.43195760454584","gene_29-gene_50:4.04004624595771","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_187-gene_234",48,2,2,"gene_198-gene_234:13.02097482534377","","gene_187-gene_234:21.90697279369373","","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_1913-gene_1937",25,2,1,"","","gene_1913-gene_1937:10.88567398235514","gene_1915-gene_1935:4.80436890140668","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_2641-gene_2698",58,2,1,"","gene_2674-gene_2683:4.48762751421615","gene_2641-gene_2698:5.46263139261028","","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_3956-gene_3984",29,2,3,"gene_3956-gene_3980:4.69857682978910","","gene_3956-gene_3984:9.80322376646832","","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_4032-gene_4081",50,2,4,"gene_4034-gene_4070:5.81275724947279","","gene_4032-gene_4081:18.28633012405459","","","","647533937"
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_905-gene_972",68,2,2,"gene_926-gene_972:3.97204361414888","","gene_905-gene_972:22.25981054169192","gene_906-gene_946:2.27905828715770","","","647533937"
"647533940_NZ_DS999531",3115,"647533940_NZ_DS999531-gene_1825-gene_1905",81,2,3,"","","gene_1825-gene_1905:4.25785999333723","","","","647533940"
"647533940_NZ_DS999531",3115,"647533940_NZ_DS999531-gene_2298-gene_2372",75,2,3,"","","gene_2298-gene_2372:23.99410522454294","gene_2301-gene_2371:2.18308667788803","","","647533940"
"647535426_NZ_GG704596",3267,"647535426_NZ_GG704596-gene_1562-gene_1650",89,2,4,"","","gene_1562-gene_1620:24.01065966323091","gene_1563-gene_1650:4.50973555807648","","","647535426"
"647535429_NZ_GG704599",2798,"647535429_NZ_GG704599-gene_2480-gene_2540",61,2,1,"","","gene_2480-gene_2540:13.74373792913382","","","","647535429"
"648028010_NC_014248",5638,"648028010_NC_014248-gene_4629-gene_4726",98,2,1,"","","gene_4629-gene_4726:7.69284533952779","gene_4629-gene_4726:6.36558818425693","","","648028010"
"648028046_NC_014375",3367,"648028046_NC_014375-gene_1213-gene_1269",57,2,2,"","","gene_1213-gene_1269:7.64838293982598","gene_1232-gene_1269:2.62133275788326","","","648028046"
"648028046_NC_014375",3367,"648028046_NC_014375-gene_1359-gene_1417",59,2,1,"","","gene_1359-gene_1417:17.11977502893093","gene_1360-gene_1417:8.14870899526864","","","648028046"
"649633018_NC_014614",2569,"649633018_NC_014614-gene_1487-gene_1553",67,2,1,"","","gene_1487-gene_1553:23.24733964426838","gene_1487-gene_1543:4.48252398562247","","","649633018"
"649633038_NC_014650",3822,"649633038_NC_014650-gene_584-gene_672",89,2,4,"gene_615-gene_651:8.09531776169393","","gene_584-gene_672:27.10122596623290","gene_584-gene_621:2.56544329964438","gene_599-gene_651:2.43311650630727","gene_584-gene_620:3.99594526110770","649633038"
"649633040_NC_014652",2674,"649633040_NC_014652-gene_752-gene_819",68,2,3,"gene_779-gene_813:2.70763852229823","","gene_752-gene_819:18.80197792449136","","","","649633040"
"649633102_NC_014831",2450,"649633102_NC_014831-gene_17-gene_67",51,2,3,"","","gene_17-gene_67:16.37814646943560","","","","649633102"
"649633112_NC_014844",3378,"649633112_NC_014844-gene_1587-gene_1670",84,2,3,"","","gene_1587-gene_1670:12.24374583465133","","","","649633112"
"649633112_NC_014844",3378,"649633112_NC_014844-gene_2403-gene_2458",56,2,2,"gene_2409-gene_2447:4.33920386720949","","gene_2403-gene_2458:11.98796625138526","","","gene_2448-gene_2457:2.56025620024574","649633112"
